Application Time,Eye State left,Pupil Radius (millimeters) left,Pupil Radius (millimeters) left error,Eye State right,Pupil Radius (millimeters) right,Pupil Radius (millimeters) right error
13.09,Opened,2.717177,,Opened,2.740501,
13.1045,Opened,2.717594,,Opened,2.753779,
13.1188,Opened,2.724592,,Opened,2.757031,
13.1335,Opened,2.720425,,Opened,2.752507,
13.1475,Opened,2.72008,,Opened,2.736779,
13.1619,Opened,2.726592,,Opened,2.746833,
13.1759,Opened,2.739278,,Opened,2.772608,
13.1899,Opened,2.72272,,Opened,2.742558,
13.2043,Opened,2.74608,,Opened,2.797106,
13.2185,Opened,2.739019,,Opened,2.759177,
13.2329,Opened,2.708397,,Opened,2.748834,
13.2475,Opened,2.700981,,Opened,2.732745,
13.2618,Opened,2.72376,,Opened,2.763253,
13.2764,Opened,2.716318,,Opened,2.760012,
13.2908,Opened,2.732369,,Opened,2.77724,
13.3055,Opened,2.72694,,Opened,2.748296,
13.3194,Opened,2.700602,,Opened,2.723177,
13.3338,Opened,2.724464,,Opened,2.748012,
13.3484,Opened,2.733419,,Opened,2.75817,
13.3628,Opened,2.728284,,Opened,2.76865,
13.377,Opened,2.716709,,Opened,2.767747,
13.3913,Opened,2.7069,,Opened,2.750418,
13.4053,Opened,2.713094,,Opened,2.742095,
13.4194,Opened,2.7094,,Opened,2.736489,
13.4341,Opened,2.739741,,Opened,2.756489,
13.4485,Opened,2.711063,,Opened,2.754363,
13.4628,Opened,2.682544,,Opened,2.70479,
13.4768,Opened,2.720987,,Opened,2.753656,
13.4906,Opened,2.716198,,Opened,2.761476,
13.5046,Opened,2.708415,,Opened,2.741515,
13.5191,Opened,2.688703,,Opened,2.708967,
13.5337,Opened,2.682811,,Opened,2.710754,
13.5476,Opened,2.698882,,Opened,2.732147,
13.5624,Opened,2.688986,,Opened,2.701409,
13.5768,Opened,2.693236,,Opened,2.726338,
13.5911,Opened,2.664822,,Opened,2.693475,
13.6053,Opened,2.672652,,Opened,2.70201,
13.6198,Opened,2.683173,,Opened,2.712074,
13.6339,Opened,2.658462,,Opened,2.708254,
13.6479,Opened,2.678057,,Opened,2.709784,
13.6623,Opened,2.657435,,Opened,2.69717,
13.6768,Opened,2.621054,,Opened,2.642752,
13.691,Opened,2.635254,,Opened,2.663485,
13.7053,Opened,2.616243,,Opened,2.636343,
