Application Time,Eye State left,Pupil Radius (millimeters) left,Pupil Radius (millimeters) left error,Eye State right,Pupil Radius (millimeters) right,Pupil Radius (millimeters) right error
12.63,Opened,2.645465,,Opened,2.674823,
12.6441,Opened,2.635237,,Opened,2.6653,
12.6588,Opened,2.636744,,Opened,2.679889,
12.673,Opened,2.61813,,Opened,2.650269,
12.6875,Opened,2.650058,,Opened,2.667259,
12.7019,Opened,2.6519,,Opened,2.686365,
12.716,Opened,2.657697,,Opened,2.692895,
12.7304,Opened,2.657276,,Opened,2.698505,
12.7447,Opened,2.649273,,Opened,2.679989,
12.7592,Opened,2.649026,,Opened,2.660248,
12.7733,Opened,2.66865,,Opened,2.697823,
12.7875,Opened,2.671311,,Opened,2.702836,
12.8017,Opened,2.685723,,Opened,2.708018,
12.8157,Opened,2.688815,,Opened,2.722951,
12.8298,Opened,2.678518,,Opened,2.701463,
12.8442,Opened,2.685313,,Opened,2.726978,
12.8584,Opened,2.671641,,Opened,2.694497,
12.8729,Opened,2.677873,,Opened,2.705953,
12.8872,Opened,2.709301,,Opened,2.756757,
12.9016,Opened,2.681354,,Opened,2.706577,
12.9162,Opened,2.705176,,Opened,2.738186,
12.9304,Opened,2.677019,,Opened,2.705965,
12.9447,Opened,2.683417,,Opened,2.725364,
12.9587,Opened,2.700085,,Opened,2.746273,
12.9727,Opened,2.689826,,Opened,2.710545,
12.9871,Opened,2.685675,,Opened,2.699471,
13.0014,Opened,2.681614,,Opened,2.69668,
13.0155,Opened,2.691368,,Opened,2.726855,
13.0299,Opened,2.686844,,Opened,2.709672,
13.0445,Opened,2.677807,,Opened,2.699977,
13.0584,Opened,2.661459,,Opened,2.703623,
13.0728,Opened,2.704155,,Opened,2.736494,
13.0874,Opened,2.694346,,Opened,2.726885,
13.1019,Opened,2.676616,,Opened,2.704868,
13.1165,Opened,2.676842,,Opened,2.694977,
13.1311,Opened,2.683152,,Opened,2.691627,
13.1456,Opened,2.679798,,Opened,2.706663,
13.1599,Opened,2.661823,,Opened,2.683964,
13.1741,Opened,2.678894,,Opened,2.711778,
13.1883,Opened,2.693436,,Opened,2.719475,
13.2028,Opened,2.661545,,Opened,2.685192,
13.2165,Opened,2.665132,,Opened,2.700776,
13.2311,Opened,2.645008,,Opened,2.67852,
13.2453,Opened,2.652728,,Opened,2.673979,
13.2594,Opened,2.667377,,Opened,2.6849,
13.2741,Opened,2.638684,,Opened,2.685425,
13.2878,Opened,2.629717,,Opened,2.66551,
13.3019,Opened,2.638502,,Opened,2.682684,
13.3162,Opened,2.64048,,Opened,2.678448,
13.3304,Opened,2.632385,,Opened,2.660439,
13.3451,Opened,2.629679,,Opened,2.666379,
13.3595,Opened,2.613221,,Opened,2.631694,
13.3737,Opened,2.63075,,Opened,2.651577,
13.388,Opened,2.608644,,Opened,2.642641,
13.4022,Opened,2.598376,,Opened,2.621576,
13.4165,Opened,2.603473,,Opened,2.645601,
13.4306,Opened,2.575205,,Opened,2.608768,
13.4444,Opened,2.603772,,Opened,2.625042,
13.4587,Opened,2.57256,,Opened,2.600876,
13.4728,Opened,2.568385,,Opened,2.596132,
13.4869,Opened,2.562922,,Opened,2.604811,
13.5012,Opened,2.571702,,Opened,2.604414,
13.5157,Opened,2.577264,,Opened,2.616654,
13.5301,Opened,2.569629,,Opened,2.614979,
13.5443,Opened,2.542792,,Opened,2.5769,
13.5583,Opened,2.540266,,Opened,2.571312,
13.5724,Opened,2.567784,,Opened,2.583306,
13.587,Opened,2.525519,,Opened,2.554562,
13.6015,Opened,2.521984,,Opened,2.55209,
13.6157,Opened,2.529503,,Opened,2.579097,
13.6301,Opened,2.528331,,Opened,2.567463,
13.6445,Opened,2.519649,,Opened,2.542549,
13.6583,Opened,2.523761,,Opened,2.556706,
13.6729,Opened,2.509739,,Opened,2.558246,
13.6875,Opened,2.499877,,Opened,2.537417,
13.7014,Opened,2.486291,,Opened,2.530191,
13.7154,Opened,2.513097,,Opened,2.542749,
13.7296,Opened,2.494806,,Opened,2.519942,
13.7437,Opened,2.48522,,Opened,2.531607,
13.7578,Opened,2.490093,,Opened,2.523714,
13.7723,Opened,2.475206,,Opened,2.505205,
13.7866,Opened,2.443449,,Opened,2.470876,
13.8008,Opened,2.453343,,Opened,2.487929,
13.8154,Opened,2.442235,,Opened,2.45779,
13.8292,Opened,2.470183,,Opened,2.501001,
13.8434,Opened,2.464812,,Opened,2.496768,
13.858,Opened,2.479759,,Opened,2.518388,
13.872,Opened,2.459383,,Opened,2.49332,
13.8862,Opened,2.453249,,Opened,2.471821,
13.9004,Opened,2.463065,,Opened,2.486003,
13.9149,Opened,2.435997,,Opened,2.479241,
13.929,Opened,2.456135,,Opened,2.508332,
13.9434,Opened,2.446433,,Opened,2.477005,
13.9578,Opened,2.451138,,Opened,2.487027,
13.9723,Opened,2.466949,,Opened,2.498174,
13.9867,Opened,2.457605,,Opened,2.497788,
14.0014,Opened,2.45634,,Opened,2.488598,
14.0155,Opened,2.460125,,Opened,2.515508,
14.0299,Opened,2.448394,,Opened,2.488785,
14.0439,Opened,2.456575,,Opened,2.474236,
14.0579,Opened,2.445379,,Opened,2.479353,
14.0721,Opened,2.454785,,Opened,2.468137,
14.0863,Opened,2.469182,,Opened,2.520029,
14.1004,Opened,2.456715,,Opened,2.461815,
14.1149,Opened,2.467364,,Opened,2.494974,
14.1293,Opened,2.447666,,Opened,2.476507,
14.1432,Opened,2.471959,,Opened,2.505045,
14.1577,Opened,2.45149,,Opened,2.476449,
14.1727,Opened,2.460333,,Opened,2.507263,
14.1869,Opened,2.463581,,Opened,2.507377,
14.2008,Opened,2.491305,,Opened,2.524156,
14.2153,Opened,2.465011,,Opened,2.497072,
14.2294,Opened,2.467194,,Opened,2.490698,
14.2439,Opened,2.479364,,Opened,2.501649,
14.2585,Opened,2.479771,,Opened,2.522969,
14.2726,Opened,2.490761,,Opened,2.525952,
14.2869,Opened,2.490525,,Opened,2.532312,
14.3015,Opened,2.484147,,Opened,2.503096,
14.3158,Opened,2.491041,,Opened,2.520565,
14.3304,Opened,2.513204,,Opened,2.548057,
14.3447,Opened,2.509167,,Opened,2.529216,
14.3591,Opened,2.526379,,Opened,2.539372,
14.3733,Opened,2.527853,,Opened,2.555053,
14.3877,Opened,2.526507,,Opened,2.542481,
14.402,Opened,2.525931,,Opened,2.540927,
14.4168,Opened,2.537324,,Opened,2.568154,
14.4312,Opened,2.548423,,Opened,2.582978,
14.445,Opened,2.529299,,Opened,2.560485,
14.4592,Opened,2.550984,,Opened,2.587267,
14.4734,Opened,2.566427,,Opened,2.592402,
14.4874,Opened,2.564109,,Opened,2.592795,
14.5017,Opened,2.575958,,Opened,2.598787,
14.516,Opened,2.601702,,Opened,2.637759,
14.5303,Opened,2.585059,,Opened,2.620015,
14.5448,Opened,2.574442,,Opened,2.597933,
14.5592,Opened,2.584862,,Opened,2.597984,
14.5738,Opened,2.607132,,Opened,2.624933,
14.5877,Opened,2.607349,,Opened,2.628869,
14.6021,Opened,2.597335,,Opened,2.623823,
14.6165,Opened,2.609541,,Opened,2.624805,
14.6306,Opened,2.614626,,Opened,2.651527,
14.6446,Opened,2.608562,,Opened,2.632378,
14.659,Opened,2.627577,,Opened,2.666856,
14.6733,Opened,2.646813,,Opened,2.68355,
14.6876,Opened,2.619695,,Opened,2.656298,
14.7019,Opened,2.651248,,Opened,2.685789,
14.7163,Opened,2.63639,,Opened,2.679947,
14.731,Opened,2.64489,,Opened,2.673944,
14.7452,Opened,2.652617,,Opened,2.687891,
14.7593,Opened,2.629345,,Opened,2.659604,
14.7734,Opened,2.662396,,Opened,2.689398,
14.7877,Opened,2.649622,,Opened,2.680659,
14.8021,Opened,2.678113,,Opened,2.704206,
14.8163,Opened,2.6606,,Opened,2.6757,
14.8307,Opened,2.662478,,Opened,2.694791,
14.8451,Opened,2.702451,,Opened,2.737324,
14.8593,Opened,2.670969,,Opened,2.702095,
14.8733,Opened,2.664402,,Opened,2.697615,
14.8877,Opened,2.660948,,Opened,2.665201,
14.9019,Opened,2.678209,,Opened,2.720381,
