Application Time,Eye State left,Pupil Radius (millimeters) left,Pupil Radius (millimeters) left error,Eye State right,Pupil Radius (millimeters) right,Pupil Radius (millimeters) right error
25.55,Opened,2.785036,,Opened,2.806521,
25.5645,Opened,2.757207,,Opened,2.787551,
25.5786,Opened,2.767001,,Opened,2.79512,
25.5928,Opened,2.780662,,Opened,2.815561,
25.6077,Opened,2.761449,,Opened,2.776022,
25.6218,Opened,2.775774,,Opened,2.808585,
25.6361,Opened,2.788563,,Opened,2.824291,
25.6507,Opened,2.784594,,Opened,2.832914,
25.6651,Opened,2.767813,,Opened,2.79899,
25.6794,Opened,2.763693,,Opened,2.783776,
25.6937,Opened,2.777328,,Opened,2.791391,
25.7075,Opened,2.760587,,Opened,2.793805,
25.7216,Opened,2.764074,,Opened,2.797693,
25.7357,Opened,2.782884,,Opened,2.816081,
25.75,Opened,2.760476,,Opened,2.796523,
25.7642,Opened,2.781614,,Opened,2.825933,
25.7788,Opened,2.78376,,Opened,2.814042,
25.7934,Opened,2.758335,,Opened,2.780711,
25.8077,Opened,2.783004,,Opened,2.79616,
25.822,Opened,2.778549,,Opened,2.808768,
25.8365,Opened,2.781543,,Opened,2.82252,
25.8507,Opened,2.774261,,Opened,2.816902,
25.8648,Opened,2.786542,,Opened,2.817566,
25.8789,Opened,2.797869,,Opened,2.820192,
25.893,Opened,2.80467,,Opened,2.812872,
25.9075,Opened,2.775941,,Opened,2.812129,
25.9218,Opened,2.758036,,Opened,2.784869,
25.9362,Opened,2.801354,,Opened,2.829069,
25.9501,Opened,2.787279,,Opened,2.829389,
25.9643,Opened,2.79831,,Opened,2.81257,
25.9784,Opened,2.787025,,Opened,2.822956,
25.9932,Opened,2.789889,,Opened,2.809725,
26.0076,Opened,2.765558,,Opened,2.795426,
26.0218,Opened,2.768722,,Opened,2.806334,
26.0362,Opened,2.785673,,Opened,2.803634,
26.0507,Opened,2.769722,,Opened,2.801527,
26.0655,Opened,2.79331,,Opened,2.819086,
26.0797,Opened,2.771345,,Opened,2.814864,
26.0939,Opened,2.791683,,Opened,2.826922,
26.108,Opened,2.780872,,Opened,2.799517,
26.1221,Opened,2.775657,,Opened,2.814916,
26.1361,Opened,2.784279,,Opened,2.816607,
26.1504,Opened,2.802262,,Opened,2.861756,
26.165,Opened,2.762083,,Opened,2.792952,
26.179,Opened,2.770524,,Opened,2.783716,
26.1935,Opened,2.795382,,Opened,2.820075,
26.2077,Opened,2.762892,,Opened,2.78219,
26.222,Opened,2.77419,,Opened,2.815839,
26.2362,Opened,2.774474,,Opened,2.792972,
26.2502,Opened,2.788212,,Opened,2.82208,
26.2645,Opened,2.782436,,Opened,2.810412,
26.2789,Opened,2.782184,,Opened,2.808764,
26.2931,Opened,2.781595,,Opened,2.814075,
26.3072,Opened,2.780077,,Opened,2.797621,
26.3218,Opened,2.763284,,Opened,2.783339,
26.3361,Opened,2.766087,,Opened,2.800099,
26.3503,Opened,2.751664,,Opened,2.777554,
26.3644,Opened,2.772543,,Opened,2.805669,
26.3783,Opened,2.755769,,Opened,2.795894,
26.3925,Opened,2.786865,,Opened,2.814879,
26.4068,Opened,2.748211,,Opened,2.769652,
26.4207,Opened,2.779388,,Opened,2.817358,
26.4352,Opened,2.751808,,Opened,2.778316,
26.4494,Opened,2.772927,,Opened,2.811398,
26.4638,Opened,2.740932,,Opened,2.762369,
26.4778,Opened,2.74902,,Opened,2.778101,
26.4923,Opened,2.760661,,Opened,2.793267,
26.507,Opened,2.779151,,Opened,2.79185,
26.5211,Opened,2.761655,,Opened,2.807243,
26.5353,Opened,2.735846,,Opened,2.773801,
26.5493,Opened,2.736131,,Opened,2.758659,
26.5637,Opened,2.732891,,Opened,2.759028,
26.5778,Opened,2.749128,,Opened,2.782104,
26.5919,Opened,2.751487,,Opened,2.786155,
26.6064,Opened,2.735796,,Opened,2.778493,
26.6203,Opened,2.732734,,Opened,2.774654,
26.6348,Opened,2.762017,,Opened,2.790981,
26.649,Opened,2.738657,,Opened,2.752571,
26.663,Opened,2.725377,,Opened,2.76285,
26.6773,Opened,2.745169,,Opened,2.780278,
