Application Time,Eye State left,Pupil Radius (millimeters) left,Pupil Radius (millimeters) left error,Eye State right,Pupil Radius (millimeters) right,Pupil Radius (millimeters) right error
21.16,Opened,2.585404,,Opened,2.609377,
21.1746,Opened,2.597917,,Opened,2.619372,
21.1889,Opened,2.6104,,Opened,2.6626,
21.203,Opened,2.599203,,Opened,2.63034,
21.2171,Opened,2.623581,,Opened,2.65924,
21.2313,Opened,2.620851,,Opened,2.65635,
21.2458,Opened,2.603615,,Opened,2.641253,
21.2601,Opened,2.613584,,Opened,2.639252,
21.2741,Opened,2.612823,,Opened,2.639222,
21.2885,Opened,2.598128,,Opened,2.62792,
21.3029,Opened,2.610478,,Opened,2.634739,
21.3177,Opened,2.605643,,Opened,2.637917,
21.3319,Opened,2.62927,,Opened,2.67617,
21.3465,Opened,2.617715,,Opened,2.642736,
21.361,Opened,2.625484,,Opened,2.662559,
21.375,Opened,2.61125,,Opened,2.651241,
21.3894,Opened,2.622283,,Opened,2.67174,
21.4036,Opened,2.63412,,Opened,2.682363,
21.4177,Opened,2.654207,,Opened,2.684726,
21.4316,Opened,2.632898,,Opened,2.642279,
21.4464,Opened,2.626739,,Opened,2.662785,
21.4608,Opened,2.638286,,Opened,2.679653,
21.4747,Opened,2.64456,,Opened,2.671548,
21.4892,Opened,2.638112,,Opened,2.666165,
21.5035,Opened,2.62858,,Opened,2.654081,
21.518,Opened,2.643779,,Opened,2.6624,
21.5322,Opened,2.638031,,Opened,2.668861,
21.5463,Opened,2.618853,,Opened,2.644663,
21.5607,Opened,2.638027,,Opened,2.677683,
21.5751,Opened,2.642971,,Opened,2.659106,
21.5893,Opened,2.651424,,Opened,2.686729,
21.6036,Opened,2.644584,,Opened,2.681995,
21.618,Opened,2.640653,,Opened,2.674062,
21.6325,Opened,2.674201,,Opened,2.693149,
21.6467,Opened,2.652973,,Opened,2.681402,
21.6606,Opened,2.654931,,Opened,2.696524,
21.6744,Opened,2.66187,,Opened,2.685946,
21.6887,Opened,2.656551,,Opened,2.681701,
21.7033,Opened,2.633631,,Opened,2.678904,
21.7177,Opened,2.648678,,Opened,2.6755,
21.7322,Opened,2.665397,,Opened,2.686069,
21.7461,Opened,2.668581,,Opened,2.701507,
21.7603,Opened,2.676847,,Opened,2.710931,
21.7746,Opened,2.651596,,Opened,2.660133,
21.7889,Opened,2.653065,,Opened,2.679093,
21.8033,Opened,2.666651,,Opened,2.67831,
21.8174,Opened,2.646972,,Opened,2.670016,
21.8316,Opened,2.65438,,Opened,2.674641,
21.8458,Opened,2.672817,,Opened,2.697487,
21.8602,Opened,2.679841,,Opened,2.709634,
21.8746,Opened,2.677879,,Opened,2.722495,
21.8891,Opened,2.66352,,Opened,2.69538,
21.9034,Opened,2.684014,,Opened,2.720783,
21.9172,Opened,2.675596,,Opened,2.718359,
21.9319,Opened,2.680723,,Opened,2.711494,
21.9459,Opened,2.668699,,Opened,2.702592,
21.9601,Opened,2.665679,,Opened,2.689702,
21.9745,Opened,2.671183,,Opened,2.698157,
21.9885,Opened,2.677942,,Opened,2.715742,
22.0029,Opened,2.652404,,Opened,2.661866,
22.017,Opened,2.671103,,Opened,2.717248,
22.0311,Opened,2.661088,,Opened,2.682798,
22.0452,Opened,2.6582,,Opened,2.678932,
22.0596,Opened,2.691822,,Opened,2.730133,
22.0738,Opened,2.653413,,Opened,2.669261,
22.0884,Opened,2.671246,,Opened,2.70809,
22.1027,Opened,2.65941,,Opened,2.66674,
22.1167,Opened,2.689063,,Opened,2.720367,
22.131,Opened,2.68095,,Opened,2.709643,
22.1457,Opened,2.662896,,Opened,2.701589,
22.1601,Opened,2.692285,,Opened,2.721367,
