Application Time,Eye State left,Pupil Radius (millimeters) left,Pupil Radius (millimeters) left error,Eye State right,Pupil Radius (millimeters) right,Pupil Radius (millimeters) right error
21.85,Opened,2.707322,,Opened,2.742851,
21.864,Opened,2.683938,,Opened,2.722863,
21.8785,Opened,2.647541,,Opened,2.679676,
21.8926,Opened,2.680953,,Opened,2.717626,
21.9067,Opened,2.67124,,Opened,2.695723,
21.9209,Opened,2.689717,,Opened,2.717062,
21.9349,Opened,2.670016,,Opened,2.693738,
21.9491,Opened,2.686889,,Opened,2.714486,
21.9635,Opened,2.690131,,Opened,2.713126,
21.9781,Opened,2.673798,,Opened,2.696261,
21.9925,Opened,2.70787,,Opened,2.742448,
22.0066,Opened,2.673285,,Opened,2.710807,
22.021,Opened,2.685865,,Opened,2.710447,
22.0352,Opened,2.672429,,Opened,2.70824,
22.0498,Opened,2.672271,,Opened,2.705311,
22.0639,Opened,2.686428,,Opened,2.716073,
22.0779,Opened,2.660688,,Opened,2.686345,
22.0925,Opened,2.669318,,Opened,2.695044,
22.1069,Opened,2.67999,,Opened,2.719234,
22.1213,Opened,2.672924,,Opened,2.707397,
22.1358,Opened,2.669326,,Opened,2.696878,
22.1498,Opened,2.688774,,Opened,2.715852,
22.1643,Opened,2.681624,,Opened,2.73941,
22.1784,Opened,2.691167,,Opened,2.719906,
22.1926,Opened,2.678507,,Opened,2.712992,
22.2069,Opened,2.696112,,Opened,2.714736,
22.2214,Opened,2.688708,,Opened,2.716068,
22.2359,Opened,2.691326,,Opened,2.705778,
22.2506,Opened,2.709844,,Opened,2.742145,
22.2646,Opened,2.689597,,Opened,2.705379,
22.2783,Opened,2.693491,,Opened,2.733721,
22.2927,Opened,2.677173,,Opened,2.694698,
22.3073,Opened,2.687407,,Opened,2.709404,
22.3217,Opened,2.693193,,Opened,2.735689,
22.3358,Opened,2.683359,,Opened,2.704903,
22.3501,Opened,2.689031,,Opened,2.727455,
22.3643,Opened,2.690088,,Opened,2.711509,
22.3785,Opened,2.699114,,Opened,2.720449,
22.3927,Opened,2.69728,,Opened,2.728287,
22.4072,Opened,2.694297,,Opened,2.706995,
22.4215,Opened,2.682804,,Opened,2.719851,
22.4358,Opened,2.699573,,Opened,2.746871,
22.4502,Opened,2.70196,,Opened,2.719209,
22.4642,Opened,2.676753,,Opened,2.707214,
22.4784,Opened,2.69511,,Opened,2.725714,
22.4926,Opened,2.672134,,Opened,2.707054,
22.507,Opened,2.68322,,Opened,2.717847,
22.5217,Opened,2.699404,,Opened,2.73621,
22.5357,Opened,2.706386,,Opened,2.726791,
22.5502,Opened,2.719942,,Opened,2.744746,
22.5646,Opened,2.705892,,Opened,2.745243,
22.5787,Opened,2.70841,,Opened,2.731156,
22.5931,Opened,2.681547,,Opened,2.71368,
22.6071,Opened,2.693644,,Opened,2.722615,
22.6214,Opened,2.705757,,Opened,2.747045,
22.6356,Opened,2.685579,,Opened,2.721037,
22.6495,Opened,2.680295,,Opened,2.704767,
22.6642,Opened,2.703506,,Opened,2.736272,
22.6785,Opened,2.688744,,Opened,2.71436,
22.6927,Opened,2.672035,,Opened,2.689898,
22.7068,Opened,2.685199,,Opened,2.721869,
22.7211,Opened,2.671583,,Opened,2.703084,
22.7354,Opened,2.686627,,Opened,2.715626,
22.7495,Opened,2.668324,,Opened,2.703121,
22.7637,Opened,2.670962,,Opened,2.706362,
22.7782,Opened,2.698583,,Opened,2.713857,
22.7923,Opened,2.663572,,Opened,2.707046,
22.8068,Opened,2.673139,,Opened,2.709662,
22.8211,Opened,2.683312,,Opened,2.720638,
22.8355,Opened,2.692094,,Opened,2.732746,
22.8496,Opened,2.669213,,Opened,2.700723,
22.8639,Opened,2.650129,,Opened,2.68335,
22.8777,Opened,2.663769,,Opened,2.683183,
22.8917,Opened,2.677306,,Opened,2.700866,
22.9061,Opened,2.648272,,Opened,2.670965,
22.9205,Opened,2.645057,,Opened,2.682972,
22.9346,Opened,2.68056,,Opened,2.706482,
22.9489,Opened,2.660335,,Opened,2.691247,
22.963,Opened,2.686392,,Opened,2.695001,
22.9771,Opened,2.671655,,Opened,2.702738,
22.9914,Opened,2.67928,,Opened,2.711561,
23.0059,Opened,2.667197,,Opened,2.711155,
23.0203,Opened,2.660559,,Opened,2.681033,
23.0345,Opened,2.650958,,Opened,2.689902,
