Application Time,Eye State left,Pupil Radius (millimeters) left,Pupil Radius (millimeters) left error,Eye State right,Pupil Radius (millimeters) right,Pupil Radius (millimeters) right error
24.63,Opened,2.655228,,Opened,2.683367,
24.6441,Opened,2.633323,,Opened,2.669778,
24.6584,Opened,2.66806,,Opened,2.710944,
24.673,Opened,2.656219,,Opened,2.688567,
24.6873,Opened,2.668129,,Opened,2.679498,
24.7017,Opened,2.657361,,Opened,2.695967,
24.7158,Opened,2.672949,,Opened,2.697465,
24.73,Opened,2.652123,,Opened,2.672241,
24.7441,Opened,2.676996,,Opened,2.720302,
24.7583,Opened,2.66275,,Opened,2.712516,
24.7724,Opened,2.654369,,Opened,2.685994,
24.7864,Opened,2.668243,,Opened,2.697483,
24.8007,Opened,2.670063,,Opened,2.715992,
24.8149,Opened,2.684479,,Opened,2.719584,
24.8291,Opened,2.680943,,Opened,2.697459,
24.8437,Opened,2.672442,,Opened,2.68942,
24.8581,Opened,2.672199,,Opened,2.701181,
24.8723,Opened,2.67367,,Opened,2.693555,
24.8864,Opened,2.70669,,Opened,2.728941,
24.9005,Opened,2.704159,,Opened,2.741484,
24.9147,Opened,2.680819,,Opened,2.706635,
24.9286,Opened,2.671087,,Opened,2.70262,
24.9433,Opened,2.697704,,Opened,2.73266,
24.9576,Opened,2.701116,,Opened,2.722209,
24.9723,Opened,2.713624,,Opened,2.747006,
24.9867,Opened,2.687289,,Opened,2.722189,
25.0011,Opened,2.709829,,Opened,2.742368,
25.0153,Opened,2.706146,,Opened,2.725845,
25.0295,Opened,2.713823,,Opened,2.750165,
25.0437,Opened,2.677487,,Opened,2.708993,
25.0583,Opened,2.718315,,Opened,2.762231,
25.0729,Opened,2.690192,,Opened,2.734919,
25.0872,Opened,2.739457,,Opened,2.771222,
25.1013,Opened,2.693519,,Opened,2.740454,
25.1154,Opened,2.720287,,Opened,2.759832,
25.1299,Opened,2.712332,,Opened,2.732398,
25.1442,Opened,2.732033,,Opened,2.773634,
25.1582,Opened,2.70726,,Opened,2.734327,
25.1725,Opened,2.704615,,Opened,2.749187,
25.187,Opened,2.71831,,Opened,2.737135,
25.2014,Opened,2.706153,,Opened,2.745124,
25.2156,Opened,2.714072,,Opened,2.735105,
25.2301,Opened,2.74168,,Opened,2.779063,
25.2443,Opened,2.710965,,Opened,2.734924,
25.2584,Opened,2.720415,,Opened,2.73008,
25.2723,Opened,2.741206,,Opened,2.753926,
25.2868,Opened,2.71173,,Opened,2.729853,
25.301,Opened,2.718024,,Opened,2.758619,
25.3157,Opened,2.732316,,Opened,2.760388,
25.3299,Opened,2.736736,,Opened,2.772882,
25.3443,Opened,2.721983,,Opened,2.738621,
25.3584,Opened,2.729659,,Opened,2.749065,
25.3727,Opened,2.725132,,Opened,2.75247,
25.387,Opened,2.739059,,Opened,2.766902,
25.4016,Opened,2.740765,,Opened,2.765494,
25.4158,Opened,2.747958,,Opened,2.780781,
25.4303,Opened,2.731844,,Opened,2.783491,
25.4448,Opened,2.726606,,Opened,2.766023,
25.4592,Opened,2.738863,,Opened,2.764464,
25.4737,Opened,2.7351,,Opened,2.772175,
25.4882,Opened,2.719166,,Opened,2.747893,
25.5027,Opened,2.747308,,Opened,2.774113,
25.5172,Opened,2.708666,,Opened,2.746802,
25.5316,Opened,2.721132,,Opened,2.756248,
25.5459,Opened,2.745905,,Opened,2.768751,
25.56,Opened,2.755865,,Opened,2.79068,
25.5745,Opened,2.699326,,Opened,2.73492,
25.5886,Opened,2.757143,,Opened,2.767382,
25.6028,Opened,2.7397,,Opened,2.781534,
25.6173,Opened,2.736613,,Opened,2.767927,
25.6319,Opened,2.741256,,Opened,2.748158,
25.6461,Opened,2.730741,,Opened,2.765367,
25.6606,Opened,2.738126,,Opened,2.772838,
25.6745,Opened,2.726309,,Opened,2.7622,
25.6889,Opened,2.742084,,Opened,2.80227,
25.7035,Opened,2.75475,,Opened,2.787374,
25.7179,Opened,2.719068,,Opened,2.737227,
25.7324,Opened,2.730894,,Opened,2.781348,
25.7468,Opened,2.72423,,Opened,2.764023,
25.7609,Opened,2.732184,,Opened,2.737087,
25.7752,Opened,2.735251,,Opened,2.75478,
25.7896,Opened,2.754485,,Opened,2.787232,
25.8038,Opened,2.752072,,Opened,2.76591,
25.8182,Opened,2.739851,,Opened,2.750758,
25.8326,Opened,2.733109,,Opened,2.762999,
25.8469,Opened,2.719887,,Opened,2.754862,
25.861,Opened,2.739352,,Opened,2.761482,
25.8754,Opened,2.745899,,Opened,2.775823,
25.8897,Opened,2.746228,,Opened,2.782677,
25.904,Opened,2.741698,,Opened,2.769345,
25.9181,Opened,2.712054,,Opened,2.719873,
25.9322,Opened,2.717048,,Opened,2.738788,
25.9466,Opened,2.739582,,Opened,2.757609,
25.9608,Opened,2.738861,,Opened,2.777335,
25.9753,Opened,2.735875,,Opened,2.767671,
25.9892,Opened,2.721687,,Opened,2.748368,
26.0034,Opened,2.741226,,Opened,2.764034,
26.0178,Opened,2.699447,,Opened,2.722958,
26.032,Opened,2.722003,,Opened,2.761308,
26.0463,Opened,2.716664,,Opened,2.752644,
26.0604,Opened,2.704685,,Opened,2.727813,
26.0746,Opened,2.734563,,Opened,2.77452,
26.0891,Opened,2.725281,,Opened,2.77747,
26.1039,Opened,2.714623,,Opened,2.753431,
26.1184,Opened,2.718948,,Opened,2.756226,
26.1328,Opened,2.722654,,Opened,2.741315,
26.1466,Opened,2.72354,,Opened,2.755458,
26.1609,Opened,2.717441,,Opened,2.753313,
26.1748,Opened,2.723287,,Opened,2.765472,
26.1892,Opened,2.708934,,Opened,2.734295,
26.2033,Opened,2.716635,,Opened,2.746388,
26.2179,Opened,2.696031,,Opened,2.727517,
26.2323,Opened,2.727149,,Opened,2.759983,
26.2465,Opened,2.714641,,Opened,2.75758,
26.2609,Opened,2.712458,,Opened,2.741269,
26.2752,Opened,2.715358,,Opened,2.720276,
26.2899,Opened,2.715019,,Opened,2.741851,
26.3043,Opened,2.719992,,Opened,2.753566,
26.3187,Opened,2.689329,,Opened,2.720823,
26.3328,Opened,2.695722,,Opened,2.730187,
26.3469,Opened,2.706761,,Opened,2.747421,
26.3613,Opened,2.704029,,Opened,2.724156,
26.3755,Opened,2.700532,,Opened,2.73272,
26.3902,Opened,2.676302,,Opened,2.716872,
26.4042,Opened,2.69127,,Opened,2.737284,
26.4186,Opened,2.683415,,Opened,2.715464,
26.433,Opened,2.693455,,Opened,2.723272,
26.4474,Opened,2.710858,,Opened,2.750347,
26.4615,Opened,2.693488,,Opened,2.726492,
26.4762,Opened,2.701546,,Opened,2.717651,
26.4902,Opened,2.684735,,Opened,2.72366,
26.5047,Opened,2.694924,,Opened,2.741082,
26.5191,Opened,2.687746,,Opened,2.709006,
26.5335,Opened,2.666041,,Opened,2.712888,
26.5481,Opened,2.669091,,Opened,2.672687,
26.5622,Opened,2.68671,,Opened,2.705901,
26.5765,Opened,2.688183,,Opened,2.702333,
26.5908,Opened,2.675528,,Opened,2.701595,
26.6051,Opened,2.682406,,Opened,2.702096,
26.6199,Opened,2.657947,,Opened,2.68526,
26.6339,Opened,2.652648,,Opened,2.681384,
26.6482,Opened,2.675336,,Opened,2.700279,
26.6624,Opened,2.654197,,Opened,2.676436,
26.6768,Opened,2.636519,,Opened,2.64258,
26.6912,Opened,2.646284,,Opened,2.679445,
26.7056,Opened,2.651314,,Opened,2.683791,
26.7198,Opened,2.657708,,Opened,2.714011,
26.734,Opened,2.643301,,Opened,2.683463,
26.7485,Opened,2.631415,,Opened,2.664304,
26.7627,Opened,2.623296,,Opened,2.665134,
26.7773,Opened,2.615898,,Opened,2.640092,
26.7914,Opened,2.649907,,Opened,2.686774,
26.806,Opened,2.622062,,Opened,2.651287,
26.8201,Opened,2.627612,,Opened,2.655701,
26.8344,Opened,2.634975,,Opened,2.670782,
26.8489,Opened,2.625843,,Opened,2.648905,
26.8632,Opened,2.626657,,Opened,2.653815,
26.8773,Opened,2.634013,,Opened,2.662848,
26.8918,Opened,2.641108,,Opened,2.686791,
26.9064,Opened,2.623246,,Opened,2.6581,
26.9209,Opened,2.614824,,Opened,2.660004,
26.9349,Opened,2.612842,,Opened,2.652645,
26.9493,Opened,2.616435,,Opened,2.660085,
26.9636,Opened,2.60414,,Opened,2.623238,
26.9776,Opened,2.601311,,Opened,2.637444,
26.9916,Opened,2.602978,,Opened,2.638363,
27.0058,Opened,2.605916,,Opened,2.631675,
27.0205,Opened,2.606576,,Opened,2.632809,
27.035,Opened,2.593692,,Opened,2.635921,
27.0491,Opened,2.584713,,Opened,2.601259,
27.0629,Opened,2.597041,,Opened,2.618505,
27.0771,Opened,2.593844,,Opened,2.614971,
27.091,Opened,2.584108,,Opened,2.600427,
